Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condomínio;IPTU;Valor Bruto;Valor m2;Valor Bruto m2;Tipo Agregado
Apartamento;Barra da Tijuca;3;2;1;113;3000.0;580.0;2750.0;6330.0;26.548672566371682;26.55;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;56;1400.0;560.0;76.0;2036.0;25.0;25.0;Apartamento
Casa;Tijuca;10;0;0;1050;45000.0;0.0;51784.0;96784.0;42.857142857142854;42.86;Casa
Apartamento;Barra da Tijuca;3;3;2;165;4900.0;1820.0;500.0;7220.0;29.696969696969695;29.7;Apartamento
Apartamento;Botafogo;3;2;1;135;3100.0;1560.0;294.0;4954.0;22.962962962962962;22.96;Apartamento
Apartamento;Botafogo;1;0;0;40;1500.0;430.0;0.0;1930.0;37.5;37.5;Apartamento
Apartamento;Vila Isabel;3;0;0;70;1500.0;300.0;31.0;1831.0;21.428571428571427;21.43;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1850.0;620.0;90.0;2560.0;23.125;23.12;Apartamento
Apartamento;Ipanema;4;3;3;180;25000.0;3200.0;9800.0;38000.0;138.88888888888889;138.89;Apartamento
Apartamento;Copacabana;2;1;0;60;2600.0;1480.0;0.0;4080.0;43.333333333333336;43.33;Apartamento
Apartamento;Barra da Tijuca;4;2;1;160;4200.0;1475.0;596.0;6271.0;26.25;26.25;Apartamento
Apartamento;Ipanema;4;4;2;400;25000.0;6500.0;220.0;31720.0;62.5;62.5;Apartamento
Apartamento;São Conrado;5;3;2;400;9500.0;10000.0;2100.0;21600.0;23.75;23.75;Apartamento
Apartamento;Marechal Hermes;1;0;0;33;600.0;3.0;0.0;603.0;18.181818181818183;18.18;Apartamento
Apartamento;Copacabana;2;0;0;62;1600.0;1200.0;30.0;2830.0;25.806451612903224;25.81;Apartamento
Apartamento;Méier;2;0;0;92;1400.0;520.0;123.0;2043.0;15.217391304347826;15.22;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;90;1700.0;450.0;0.0;2150.0;18.88888888888889;18.89;Apartamento
Apartamento;Copacabana;2;1;1;87;3200.0;882.0;204.0;4286.0;36.7816091954023;36.78;Apartamento
Apartamento;São Conrado;2;1;1;81;2499.0;1120.0;170.0;3789.0;30.85185185185185;30.85;Apartamento
Apartamento;Gávea;2;1;0;80;2700.0;700.0;122.0;3522.0;33.75;33.75;Apartamento
Apartamento;Tijuca;1;1;0;67;1500.0;705.0;67.0;2272.0;22.388059701492537;22.39;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;200;3950.0;900.0;400.0;5250.0;19.75;19.75;Apartamento
Apartamento;Leblon;2;0;0;59;3200.0;1012.0;0.0;4212.0;54.23728813559322;54.24;Apartamento
Apartamento;Barra da Tijuca;1;1;1;66;3000.0;2300.0;700.0;6000.0;45.45454545454545;45.45;Apartamento
Apartamento;Lagoa;4;2;1;180;6300.0;2140.0;520.0;8960.0;35.0;35.0;Apartamento
Apartamento;Cachambi;2;1;0;70;1100.0;512.0;14.0;1626.0;15.714285714285714;15.71;Apartamento
Apartamento;Botafogo;2;1;0;66;2800.0;732.0;152.0;3684.0;42.42424242424242;42.42;Apartamento
Casa;Vila da Penha;2;0;0;68;1000.0;0.0;0.0;1000.0;14.705882352941176;14.71;Casa
Casa de Condomínio;Leblon;6;2;2;350;18000.0;3400.0;1351.0;22751.0;51.42857142857143;51.43;Casa
Apartamento;Largo do Machado;1;0;0;50;1600.0;350.0;30.0;1980.0;32.0;32.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;128;2800.0;900.0;200.0;3900.0;21.875;21.88;Apartamento
Apartamento;Gávea;2;1;0;63;2900.0;690.0;159.0;3749.0;46.03174603174603;46.03;Apartamento
Apartamento;Copacabana;4;1;1;160;3700.0;1600.0;0.0;5300.0;23.125;23.12;Apartamento
Apartamento;Copacabana;4;1;2;230;4500.0;1400.0;250.0;6150.0;19.565217391304348;19.57;Apartamento
Quitinete;Catete;1;0;0;26;1200.0;441.0;0.0;1641.0;46.15384615384615;46.15;Apartamento
Apartamento;Barra da Tijuca;4;4;4;300;20000.0;1800.0;1700.0;23500.0;66.66666666666667;66.67;Apartamento
Apartamento;Barra da Tijuca;4;4;2;342;30000.0;3900.0;16364.0;50264.0;87.71929824561404;87.72;Apartamento
Casa;Guaratiba;3;1;0;65;1000.0;0.0;0.0;1000.0;15.384615384615385;15.38;Casa
Apartamento;Tijuca;3;1;1;81;2000.0;600.0;89.0;2689.0;24.691358024691358;24.69;Apartamento
Apartamento;Lagoa;2;1;1;72;3100.0;890.0;243.0;4233.0;43.05555555555556;43.06;Apartamento
Apartamento;Tijuca;3;1;1;94;3500.0;957.0;2200.0;6657.0;37.234042553191486;37.23;Apartamento
Apartamento;Tijuca;2;0;0;80;1300.0;330.0;25.0;1655.0;16.25;16.25;Apartamento
Apartamento;Ipanema;3;1;1;135;5500.0;1870.0;218.0;7588.0;40.74074074074074;40.74;Apartamento
Casa;Irajá;2;1;0;60;600.0;0.0;0.0;600.0;10.0;10.0;Casa
Apartamento;Ipanema;3;2;3;290;29500.0;3418.0;1034.0;33952.0;101.72413793103448;101.72;Apartamento
Apartamento;Copacabana;1;0;0;40;1500.0;750.0;70.0;2320.0;37.5;37.5;Apartamento
Apartamento;Barra da Tijuca;1;1;1;82;1800.0;1300.0;150.0;3250.0;21.951219512195124;21.95;Apartamento
Apartamento;Botafogo;3;2;1;105;4000.0;1298.0;202.0;5500.0;38.095238095238095;38.1;Apartamento
Apartamento;Barra da Tijuca;1;1;0;33;1500.0;650.0;103.0;2253.0;45.45454545454545;45.45;Apartamento
Apartamento;Lagoa;3;4;2;380;28000.0;5500.0;0.0;33500.0;73.6842105263158;73.68;Apartamento
Apartamento;Barra da Tijuca;4;2;2;140;5100.0;2000.0;3250.0;10350.0;36.42857142857143;36.43;Apartamento
Apartamento;Ipanema;3;1;1;160;7500.0;3000.0;555.0;11055.0;46.875;46.88;Apartamento
Apartamento;Pechincha;2;1;0;80;1400.0;580.0;80.0;2060.0;17.5;17.5;Apartamento
Apartamento;Campo Grande;2;1;0;55;800.0;550.0;0.0;1350.0;14.545454545454545;14.55;Apartamento
Apartamento;Lins de Vasconcelos;2;1;0;60;1000.0;546.0;13.0;1559.0;16.666666666666668;16.67;Apartamento
Casa;Pedra de Guaratiba;2;0;0;80;800.0;100.0;0.0;900.0;10.0;10.0;Casa
Apartamento;Copacabana;3;1;1;100;3200.0;1120.0;0.0;4320.0;32.0;32.0;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;4;450;6499.0;1150.0;800.0;8449.0;14.442222222222222;14.44;Casa
Apartamento;Barra da Tijuca;1;2;1;100;3300.0;1900.0;500.0;5700.0;33.0;33.0;Apartamento
Apartamento;Copacabana;2;0;0;90;3000.0;800.0;219.0;4019.0;33.333333333333336;33.33;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;170;2000.0;950.0;330.0;3280.0;11.764705882352942;11.76;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;81;2600.0;600.0;145.0;3345.0;32.098765432098766;32.1;Apartamento
Apartamento;Flamengo;1;1;0;65;2800.0;1000.0;200.0;4000.0;43.07692307692308;43.08;Apartamento
Casa;Campo Grande;2;0;1;60;800.0;0.0;0.0;800.0;13.333333333333334;13.33;Casa
Apartamento;Lagoa;4;3;3;285;14000.0;1505.0;400.0;15905.0;49.12280701754386;49.12;Apartamento
Apartamento;Península;4;2;2;140;4900.0;1800.0;292.0;6992.0;35.0;35.0;Apartamento
Apartamento;Copacabana;1;0;0;34;1700.0;590.0;0.0;2290.0;50.0;50.0;Apartamento
Casa de Condomínio;Tanque;3;1;0;111;2300.0;80.0;200.0;2580.0;20.72072072072072;20.72;Casa
Apartamento;Barra da Tijuca;1;1;0;72;1900.0;1050.0;220.0;3170.0;26.38888888888889;26.39;Apartamento
Quitinete;Santa Teresa;0;1;0;50;800.0;493.0;0.0;1293.0;16.0;16.0;Apartamento
Apartamento;Maracanã;1;1;0;53;1600.0;530.0;47.0;2177.0;30.18867924528302;30.19;Apartamento
Casa de Vila;Pavuna;1;0;0;41;600.0;67.0;0.0;667.0;14.634146341463415;14.63;Casa
Apartamento;Centro;1;0;0;37;1200.0;393.0;24.0;1617.0;32.432432432432435;32.43;Apartamento
Apartamento;Cachambi;2;1;0;54;1500.0;480.0;260.0;2240.0;27.77777777777778;27.78;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;315;15000.0;1200.0;850.0;17050.0;47.61904761904762;47.62;Casa
Apartamento;Penha;2;1;0;56;800.0;448.0;28.0;1276.0;14.285714285714286;14.29;Apartamento
Apartamento;Engenho Novo;2;0;0;60;800.0;620.0;12.0;1432.0;13.333333333333334;13.33;Apartamento
Casa de Condomínio;Guaratiba;2;1;0;72;1000.0;160.0;0.0;1160.0;13.88888888888889;13.89;Casa
Apartamento;Recreio dos Bandeirantes;2;1;1;75;2000.0;850.0;160.0;3010.0;26.666666666666668;26.67;Apartamento
Apartamento;Cascadura;2;1;0;55;850.0;540.0;0.0;1390.0;15.454545454545455;15.45;Apartamento
Apartamento;Tijuca;1;0;0;38;1200.0;485.0;20.0;1705.0;31.57894736842105;31.58;Apartamento
Apartamento;Lins de Vasconcelos;2;1;0;50;800.0;250.0;35.0;1085.0;16.0;16.0;Apartamento
Apartamento;Jacarepaguá;2;1;1;71;1700.0;400.0;0.0;2100.0;23.943661971830984;23.94;Apartamento
Apartamento;Copacabana;1;1;0;52;1800.0;1295.0;0.0;3095.0;34.61538461538461;34.62;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;84;1300.0;900.0;0.0;2200.0;15.476190476190476;15.48;Apartamento
Apartamento;Barra da Tijuca;3;2;1;150;3600.0;1621.0;0.0;5221.0;24.0;24.0;Apartamento
Apartamento;Leblon;4;2;1;180;7500.0;3330.0;840.0;11670.0;41.666666666666664;41.67;Apartamento
Apartamento;Vargem Pequena;2;0;0;53;1100.0;365.0;27.0;1492.0;20.754716981132077;20.75;Apartamento
Apartamento;São Cristóvão;2;1;1;66;1900.0;649.0;55.0;2604.0;28.78787878787879;28.79;Apartamento
Apartamento;Barra da Tijuca;3;2;1;110;2800.0;1688.0;288.0;4776.0;25.454545454545453;25.45;Apartamento
Apartamento;Tijuca;3;1;0;111;2700.0;680.0;130.0;3510.0;24.324324324324323;24.32;Apartamento
Apartamento;Centro;2;0;0;75;1700.0;662.0;88.0;2450.0;22.666666666666668;22.67;Apartamento
Apartamento;Recreio dos Bandeirantes;2;3;1;98;1700.0;1100.0;150.0;2950.0;17.346938775510203;17.35;Apartamento
Quitinete;Rocha Miranda;1;0;0;30;400.0;0.0;0.0;400.0;13.333333333333334;13.33;Apartamento
Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;500.0;10600.0;51.42857142857143;51.43;Apartamento
Apartamento;Tijuca;2;0;0;75;1600.0;210.0;51.0;1861.0;21.333333333333332;21.33;Apartamento
Apartamento;Copacabana;3;1;0;100;3100.0;958.0;22210.0;26268.0;31.0;31.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;85;2200.0;772.0;0.0;2972.0;25.88235294117647;25.88;Apartamento
Apartamento;Botafogo;1;0;0;28;1480.0;400.0;0.0;1880.0;52.857142857142854;52.86;Apartamento
Apartamento;Jardim Botânico;1;0;1;150;6900.0;2201.0;315.0;9416.0;46.0;46.0;Apartamento
Apartamento;Leblon;4;2;2;150;9000.0;1900.0;0.0;10900.0;60.0;60.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;60;1700.0;1103.0;0.0;2803.0;28.333333333333332;28.33;Apartamento
Apartamento;Barra da Tijuca;2;1;1;98;2700.0;1500.0;250.0;4450.0;27.551020408163264;27.55;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;4;300;9000.0;950.0;5500.0;15450.0;30.0;30.0;Casa
Apartamento;Barra da Tijuca;3;1;1;93;3000.0;1144.0;0.0;4144.0;32.25806451612903;32.26;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;190;2000.0;1270.0;400.0;3670.0;10.526315789473685;10.53;Casa
Apartamento;Copacabana;1;0;0;45;1600.0;594.0;0.0;2194.0;35.55555555555556;35.56;Apartamento
Apartamento;Ipanema;1;1;0;50;3500.0;796.0;0.0;4296.0;70.0;70.0;Apartamento
Apartamento;Barra da Tijuca;4;2;2;146;2900.0;1950.0;260.0;5110.0;19.863013698630137;19.86;Apartamento
Apartamento;Ipanema;3;3;2;270;18000.0;2640.0;833.0;21473.0;66.66666666666667;66.67;Apartamento
Apartamento;Barra da Tijuca;3;2;1;72;2700.0;660.0;90.0;3450.0;37.5;37.5;Apartamento
Apartamento;Flamengo;2;0;1;100;4000.0;1198.0;328.0;5526.0;40.0;40.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;150;2500.0;1000.0;10.0;3510.0;16.666666666666668;16.67;Apartamento
Apartamento;Ipanema;2;1;0;90;4000.0;1550.0;187.0;5737.0;44.44444444444444;44.44;Apartamento
Apartamento;Campo Grande;2;1;0;51;600.0;325.0;0.0;925.0;11.764705882352942;11.76;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;1;180;2900.0;977.0;41.0;3918.0;16.11111111111111;16.11;Apartamento
Apartamento;Copacabana;3;1;1;240;2600.0;944.0;517.0;4061.0;10.833333333333334;10.83;Apartamento
Quitinete;Copacabana;1;0;1;22;1500.0;265.0;242.0;2007.0;68.18181818181819;68.18;Apartamento
Apartamento;Ipanema;3;1;1;151;8000.0;1550.0;458.0;10008.0;52.980132450331126;52.98;Apartamento
Casa de Condomínio;Barra da Tijuca;5;3;5;291;12000.0;550.0;4950.0;17500.0;41.23711340206186;41.24;Casa
Apartamento;Copacabana;1;0;1;57;2600.0;749.0;227.0;3576.0;45.6140350877193;45.61;Apartamento
Quitinete;Copacabana;1;0;1;28;1200.0;450.0;28.0;1678.0;42.857142857142854;42.86;Apartamento
Apartamento;Humaitá;2;1;1;70;3300.0;800.0;158.0;4258.0;47.142857142857146;47.14;Apartamento
Apartamento;Botafogo;2;1;1;81;3200.0;990.0;145.0;4335.0;39.50617283950617;39.51;Apartamento
Quitinete;Leme;1;0;0;34;1350.0;600.0;24.0;1974.0;39.705882352941174;39.71;Apartamento
Apartamento;Ipanema;2;0;0;76;3800.0;1200.0;135.0;5135.0;50.0;50.0;Apartamento
Apartamento;Tijuca;2;1;1;85;2000.0;700.0;90.0;2790.0;23.529411764705884;23.53;Apartamento
Apartamento;Barra da Tijuca;3;2;2;140;4100.0;1756.0;401.0;6257.0;29.285714285714285;29.29;Apartamento
Apartamento;Vila Isabel;2;1;2;72;1900.0;800.0;0.0;2700.0;26.38888888888889;26.39;Apartamento
Apartamento;Barra da Tijuca;4;2;2;123;3950.0;1090.0;383.0;5423.0;32.113821138211385;32.11;Apartamento
Quitinete;Centro;0;0;0;28;800.0;303.0;20.0;1123.0;28.571428571428573;28.57;Apartamento
Apartamento;São Conrado;4;4;4;400;33000.0;4822.0;3022.0;40844.0;82.5;82.5;Apartamento
Quitinete;Copacabana;1;0;0;42;1280.0;410.0;30.0;1720.0;30.476190476190474;30.48;Apartamento
Apartamento;Catumbi;2;0;0;77;1400.0;297.0;14.0;1711.0;18.181818181818183;18.18;Apartamento
Apartamento;Lagoa;2;1;0;72;2100.0;976.0;201.0;3277.0;29.166666666666668;29.17;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;2;81;1800.0;1098.0;1910.0;4808.0;22.22222222222222;22.22;Apartamento
Apartamento;Ipanema;3;1;2;138;7500.0;1920.0;340.0;9760.0;54.34782608695652;54.35;Apartamento
Apartamento;Barra da Tijuca;2;1;1;75;1680.0;1200.0;160.0;3040.0;22.4;22.4;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;4;585;17000.0;1748.0;1210.0;19958.0;29.05982905982906;29.06;Casa
Apartamento;Copacabana;4;1;0;155;5000.0;1500.0;228.0;6728.0;32.25806451612903;32.26;Apartamento
Apartamento;São Conrado;4;3;3;246;18000.0;3700.0;1700.0;23400.0;73.17073170731707;73.17;Apartamento
Apartamento;Copacabana;2;1;1;60;3000.0;1603.0;1088.0;5691.0;50.0;50.0;Apartamento
Apartamento;Copacabana;2;0;0;90;1900.0;790.0;0.0;2690.0;21.11111111111111;21.11;Apartamento
Apartamento;São Conrado;2;2;1;122;4800.0;2200.0;0.0;7000.0;39.34426229508197;39.34;Apartamento
Apartamento;Copacabana;3;1;0;200;15000.0;1200.0;220.0;16420.0;75.0;75.0;Apartamento
Apartamento;Barra da Tijuca;2;1;2;90;2700.0;1000.0;277.0;3977.0;30.0;30.0;Apartamento
Apartamento;São Cristóvão;4;1;1;150;2500.0;700.0;68.0;3268.0;16.666666666666668;16.67;Apartamento
Apartamento;Campo Grande;4;2;2;170;2200.0;1100.0;0.0;3300.0;12.941176470588236;12.94;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;3800.0;1100.0;206.0;5106.0;48.717948717948715;48.72;Apartamento
Apartamento;Leblon;3;2;1;170;13000.0;2900.0;450.0;16350.0;76.47058823529412;76.47;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;70;1800.0;1045.0;0.0;2845.0;25.714285714285715;25.71;Apartamento
Apartamento;Rio Comprido;2;1;1;59;1500.0;618.0;15.0;2133.0;25.423728813559322;25.42;Apartamento
Apartamento;Tijuca;3;1;0;115;1900.0;720.0;130.0;2750.0;16.52173913043478;16.52;Apartamento
Apartamento;Rocha Miranda;1;0;0;45;500.0;80.0;0.0;580.0;11.11111111111111;11.11;Apartamento
Apartamento;Arpoador;3;4;2;200;8000.0;2900.0;0.0;10900.0;40.0;40.0;Apartamento
Casa;Campo Grande;3;1;0;80;1000.0;0.0;0.0;1000.0;12.5;12.5;Casa
Apartamento;Recreio dos Bandeirantes;3;2;3;340;2400.0;956.0;420.0;3776.0;7.0588235294117645;7.06;Apartamento
Apartamento;Tijuca;2;0;0;65;1800.0;360.0;202.0;2362.0;27.692307692307693;27.69;Apartamento
Apartamento;Barra da Tijuca;2;1;1;69;2050.0;980.0;950.0;3980.0;29.71014492753623;29.71;Apartamento
Apartamento;Recreio dos Bandeirantes;1;1;0;59;1400.0;478.0;0.0;1878.0;23.728813559322035;23.73;Apartamento
Apartamento;Méier;2;0;0;64;950.0;200.0;0.0;1150.0;14.84375;14.84;Apartamento
Casa de Condomínio;Campo Grande;2;3;0;100;1400.0;85.0;0.0;1485.0;14.0;14.0;Casa
Apartamento;Leblon;3;0;1;100;4500.0;1600.0;240.0;6340.0;45.0;45.0;Apartamento
Apartamento;Ipanema;3;0;1;190;5000.0;2000.0;500.0;7500.0;26.31578947368421;26.32;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2300.0;950.0;100.0;3350.0;32.857142857142854;32.86;Apartamento
Apartamento;Ipanema;2;1;1;85;5800.0;2494.0;0.0;8294.0;68.23529411764706;68.24;Apartamento
Apartamento;Vila Valqueire;3;1;1;113;1600.0;522.0;80.0;2202.0;14.15929203539823;14.16;Apartamento
Apartamento;Barra da Tijuca;4;3;2;224;4500.0;2500.0;701.0;7701.0;20.089285714285715;20.09;Apartamento
Casa;Glória;4;2;2;400;11000.0;0.0;0.0;11000.0;27.5;27.5;Casa
Apartamento;Barra da Tijuca;4;3;2;220;7500.0;2800.0;680.0;10980.0;34.09090909090909;34.09;Apartamento
Quitinete;Ipanema;0;0;0;30;1700.0;567.0;7670.0;9937.0;56.666666666666664;56.67;Apartamento
Casa;Urca;5;1;3;320;17000.0;0.0;396.0;17396.0;53.125;53.12;Casa
Apartamento;Ramos;2;1;0;67;900.0;470.0;0.0;1370.0;13.432835820895523;13.43;Apartamento
Apartamento;Copacabana;1;0;1;40;1500.0;546.0;0.0;2046.0;37.5;37.5;Apartamento
Apartamento;Tijuca;4;1;1;98;2700.0;1380.0;140.0;4220.0;27.551020408163264;27.55;Apartamento
Apartamento;Copacabana;4;1;4;240;8000.0;2500.0;500.0;11000.0;33.333333333333336;33.33;Apartamento
Apartamento;Tijuca;3;1;1;105;3200.0;1000.0;207.0;4407.0;30.476190476190474;30.48;Apartamento
Apartamento;Copacabana;3;1;0;135;4500.0;970.0;2500.0;7970.0;33.333333333333336;33.33;Apartamento
Apartamento;Ipanema;3;1;1;155;6000.0;1700.0;592.0;8292.0;38.70967741935484;38.71;Apartamento
Apartamento;Copacabana;3;1;0;150;4500.0;1700.0;189.0;6389.0;30.0;30.0;Apartamento
Apartamento;Flamengo;4;2;4;437;15000.0;4102.0;0.0;19102.0;34.32494279176201;34.32;Apartamento
Apartamento;Flamengo;4;1;1;220;4500.0;2250.0;773.0;7523.0;20.454545454545453;20.45;Apartamento
Casa;Campo Grande;2;1;0;100;1200.0;0.0;0.0;1200.0;12.0;12.0;Casa
Apartamento;Recreio dos Bandeirantes;3;2;1;161;2500.0;900.0;2100.0;5500.0;15.527950310559007;15.53;Apartamento
Apartamento;Barra da Tijuca;4;2;4;293;7500.0;4100.0;900.0;12500.0;25.59726962457338;25.6;Apartamento
Apartamento;Ipanema;3;1;1;158;6500.0;1700.0;535.0;8735.0;41.139240506329116;41.14;Apartamento
Apartamento;Grajaú;2;0;0;65;1200.0;480.0;26.0;1706.0;18.46153846153846;18.46;Apartamento
Apartamento;Barra da Tijuca;7;4;5;1147;24000.0;7067.0;5330.0;36397.0;20.92414995640802;20.92;Apartamento
Apartamento;Barra da Tijuca;3;2;1;150;5500.0;2700.0;300.0;8500.0;36.666666666666664;36.67;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;60;1400.0;622.0;71.0;2093.0;23.333333333333332;23.33;Apartamento
Casa;Santa Teresa;3;2;1;200;4000.0;0.0;20.0;4020.0;20.0;20.0;Casa
Apartamento;Leme;1;0;0;65;2800.0;590.0;90.0;3480.0;43.07692307692308;43.08;Apartamento
Apartamento;Vila Isabel;2;0;0;60;1400.0;360.0;19.0;1779.0;23.333333333333332;23.33;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;83;1800.0;849.0;185.0;2834.0;21.686746987951807;21.69;Apartamento
Apartamento;Ipanema;3;2;2;180;9500.0;3000.0;541.0;13041.0;52.77777777777778;52.78;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;90;1500.0;765.0;120.0;2385.0;16.666666666666668;16.67;Apartamento
Apartamento;Leblon;4;3;4;395;20000.0;4800.0;1800.0;26600.0;50.63291139240506;50.63;Apartamento
Apartamento;Jacarepaguá;2;0;0;50;1000.0;520.0;50.0;1570.0;20.0;20.0;Apartamento
Apartamento;Vila Isabel;2;1;0;54;1300.0;630.0;21.0;1951.0;24.074074074074073;24.07;Apartamento
Apartamento;Andaraí;2;1;1;90;1700.0;900.0;0.0;2600.0;18.88888888888889;18.89;Apartamento
Apartamento;Ipanema;3;1;1;145;8000.0;1600.0;430.0;10030.0;55.172413793103445;55.17;Apartamento
Casa;Campo Grande;2;0;0;60;700.0;0.0;0.0;700.0;11.666666666666666;11.67;Casa
Apartamento;Barra da Tijuca;2;1;1;80;3000.0;957.0;194.0;4151.0;37.5;37.5;Apartamento
Apartamento;Ipanema;1;0;0;55;3800.0;900.0;210.0;4910.0;69.0909090909091;69.09;Apartamento
Apartamento;Méier;2;1;0;71;1300.0;738.0;22.0;2060.0;18.309859154929576;18.31;Apartamento
Casa de Condomínio;Campo Grande;2;1;0;74;1100.0;300.0;0.0;1400.0;14.864864864864865;14.86;Casa
Apartamento;Recreio dos Bandeirantes;4;2;1;200;3400.0;750.0;3000.0;7150.0;17.0;17.0;Apartamento
Apartamento;Ipanema;2;0;1;75;5200.0;476.0;120.0;5796.0;69.33333333333333;69.33;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;120;3000.0;420.0;0.0;3420.0;25.0;25.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;95;1500.0;671.0;202.0;2373.0;15.789473684210526;15.79;Apartamento
Apartamento;Ipanema;4;1;1;200;13500.0;1700.0;631.0;15831.0;67.5;67.5;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;3;600;6500.0;1600.0;701.0;8801.0;10.833333333333334;10.83;Apartamento
Apartamento;Jardim Botânico;2;1;1;100;3000.0;850.0;297.0;4147.0;30.0;30.0;Apartamento
Apartamento;Copacabana;2;2;1;98;3300.0;1000.0;309.0;4609.0;33.673469387755105;33.67;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;65;800.0;673.0;100.0;1573.0;12.307692307692308;12.31;Apartamento
Apartamento;Laranjeiras;5;2;1;367;6000.0;2010.0;0.0;8010.0;16.348773841961854;16.35;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;75;2300.0;700.0;95.0;3095.0;30.666666666666668;30.67;Apartamento
Apartamento;Copacabana;4;1;1;300;3500.0;2900.0;4000.0;10400.0;11.666666666666666;11.67;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;81;1700.0;9214.0;200.0;11114.0;20.987654320987655;20.99;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;90;2500.0;860.0;0.0;3360.0;27.77777777777778;27.78;Apartamento
Casa de Condomínio;Barra da Tijuca;6;6;6;1000;24009.0;0.0;0.0;24009.0;24.009;24.01;Casa
Apartamento;Vila Isabel;2;1;0;64;1500.0;725.0;62.0;2287.0;23.4375;23.44;Apartamento
Apartamento;Leme;1;0;0;40;2300.0;870.0;23.0;3193.0;57.5;57.5;Apartamento
Apartamento;Flamengo;2;1;1;80;3300.0;1305.0;180.0;4785.0;41.25;41.25;Apartamento
Apartamento;Lagoa;2;1;1;120;3500.0;1480.0;390.0;5370.0;29.166666666666668;29.17;Apartamento
Apartamento;Copacabana;3;0;0;90;3000.0;1300.0;200.0;4500.0;33.333333333333336;33.33;Apartamento
Apartamento;Engenho de Dentro;3;1;1;67;1500.0;686.0;145.0;2331.0;22.388059701492537;22.39;Apartamento
Apartamento;Sampaio;1;1;0;60;1000.0;400.0;0.0;1400.0;16.666666666666668;16.67;Apartamento
Apartamento;Grajaú;2;0;0;77;1200.0;340.0;35.0;1575.0;15.584415584415584;15.58;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;85;2500.0;1500.0;0.0;4000.0;29.41176470588235;29.41;Apartamento
Apartamento;Olaria;2;1;0;58;660.0;450.0;0.0;1110.0;11.379310344827585;11.38;Apartamento
Apartamento;Gávea;2;1;0;61;1900.0;880.0;136.0;2916.0;31.147540983606557;31.15;Apartamento
Apartamento;Botafogo;2;0;1;87;3800.0;1154.0;234.0;5188.0;43.67816091954023;43.68;Apartamento
Apartamento;Méier;2;1;0;71;1100.0;580.0;0.0;1680.0;15.492957746478874;15.49;Apartamento
Apartamento;Leblon;2;2;1;94;7500.0;1211.0;0.0;8711.0;79.7872340425532;79.79;Apartamento
Apartamento;Del Castilho;2;1;1;52;1600.0;499.0;0.0;2099.0;30.76923076923077;30.77;Apartamento
Apartamento;Barra da Tijuca;4;2;1;155;5000.0;3000.0;0.0;8000.0;32.25806451612903;32.26;Apartamento
Apartamento;Taquara;2;0;0;68;900.0;130.0;14.0;1044.0;13.235294117647058;13.24;Apartamento
Casa de Condomínio;São Conrado;3;3;1;400;7000.0;0.0;3000.0;10000.0;17.5;17.5;Casa
Apartamento;Ipanema;4;2;2;380;25000.0;7950.0;0.0;32950.0;65.78947368421052;65.79;Apartamento
Apartamento;Campo Grande;2;0;0;60;650.0;330.0;0.0;980.0;10.833333333333334;10.83;Apartamento
Apartamento;Copacabana;2;0;0;90;3000.0;800.0;1780.0;5580.0;33.333333333333336;33.33;Apartamento
Apartamento;Lins de Vasconcelos;2;1;0;80;550.0;781.0;0.0;1331.0;6.875;6.88;Apartamento
