Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condomínio;IPTU;Valor Bruto;Valor m2;Valor Bruto m2;Tipo Agregado
Apartamento;Copacabana;3;1;0;140;3500.0;1250.0;0.0;4750.0;25.0;25.0;Apartamento
Apartamento;Tijuca;1;1;1;87;1400.0;1057.0;162.0;2619.0;16.091954022988507;16.09;Apartamento
Apartamento;Barra da Tijuca;4;3;2;210;5300.0;2080.0;500.0;7880.0;25.238095238095237;25.24;Apartamento
Casa de Condomínio;Santíssimo;2;1;0;70;800.0;200.0;0.0;1000.0;11.428571428571429;11.43;Casa
Apartamento;Méier;1;0;0;50;1000.0;390.0;16.0;1406.0;20.0;20.0;Apartamento
Apartamento;Flamengo;4;1;0;240;6000.0;2050.0;701.0;8751.0;25.0;25.0;Apartamento
Apartamento;Leblon;4;3;4;300;30000.0;4273.0;1557.0;35830.0;100.0;100.0;Apartamento
Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;500.0;10600.0;51.42857142857143;51.43;Apartamento
Casa de Condomínio;Jardim Botânico;4;4;1;380;12000.0;870.0;1290.0;14160.0;31.57894736842105;31.58;Casa
Apartamento;Jardim Botânico;2;1;1;86;4100.0;830.0;257.0;5187.0;47.674418604651166;47.67;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;4;203;6000.0;1200.0;420.0;7620.0;29.55665024630542;29.56;Apartamento
Apartamento;Leblon;3;1;0;110;6200.0;885.0;0.0;7085.0;56.36363636363637;56.36;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;3;280;11000.0;1200.0;1100.0;13300.0;39.285714285714285;39.29;Casa
Apartamento;Tijuca;2;1;0;60;1800.0;420.0;0.0;2220.0;30.0;30.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;140;4500.0;910.0;420.0;5830.0;32.142857142857146;32.14;Apartamento
Apartamento;Andaraí;1;0;1;30;1100.0;580.0;0.0;1680.0;36.666666666666664;36.67;Apartamento
Apartamento;Pechincha;2;1;0;52;700.0;420.0;35.0;1155.0;13.461538461538462;13.46;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;75;2300.0;1220.0;134.0;3654.0;30.666666666666668;30.67;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;55;1000.0;390.0;36.0;1426.0;18.181818181818183;18.18;Apartamento
Apartamento;Água Santa;2;1;0;70;800.0;250.0;14.0;1064.0;11.428571428571429;11.43;Apartamento
Apartamento;Lagoa;2;1;0;77;2700.0;1050.0;302.0;4052.0;35.064935064935064;35.06;Apartamento
Apartamento;Copacabana;3;1;1;194;7500.0;1710.0;4641.0;13851.0;38.65979381443299;38.66;Apartamento
Apartamento;Leblon;3;3;1;208;8000.0;1700.0;965.0;10665.0;38.46153846153846;38.46;Apartamento
Quitinete;Copacabana;1;0;0;25;1200.0;318.0;0.0;1518.0;48.0;48.0;Apartamento
Apartamento;Gávea;3;1;2;220;7000.0;3200.0;450.0;10650.0;31.818181818181817;31.82;Apartamento
Apartamento;Barra da Tijuca;3;2;1;204;4600.0;2321.0;489.0;7410.0;22.54901960784314;22.55;Apartamento
Apartamento;Barra da Tijuca;3;1;3;80;2800.0;1300.0;0.0;4100.0;35.0;35.0;Apartamento
Apartamento;Leblon;4;2;2;205;15000.0;6000.0;772.0;21772.0;73.17073170731707;73.17;Apartamento
Apartamento;Barra da Tijuca;3;2;1;165;6500.0;1503.0;330.0;8333.0;39.39393939393939;39.39;Apartamento
Apartamento;Leblon;3;2;1;140;4500.0;2552.0;595.0;7647.0;32.142857142857146;32.14;Apartamento
Apartamento;Laranjeiras;3;1;1;150;3200.0;1504.0;301.0;5005.0;21.333333333333332;21.33;Apartamento
Apartamento;Moneró;1;1;0;47;1200.0;290.0;49.0;1539.0;25.53191489361702;25.53;Apartamento
Apartamento;Tijuca;2;1;0;70;1850.0;748.0;48.0;2646.0;26.428571428571427;26.43;Apartamento
Apartamento;Leblon;2;1;1;82;5900.0;1128.0;300.0;7328.0;71.95121951219512;71.95;Apartamento
Apartamento;Grajaú;2;0;0;70;1300.0;447.0;0.0;1747.0;18.571428571428573;18.57;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;160;1900.0;830.0;0.0;2730.0;11.875;11.88;Apartamento
Apartamento;Barra da Tijuca;4;4;4;330;20000.0;1800.0;10500.0;32300.0;60.60606060606061;60.61;Apartamento
Casa;Itanhangá;3;2;1;321;9000.0;1400.0;0.0;10400.0;28.037383177570092;28.04;Casa
Casa;Taquara;3;1;0;100;2100.0;250.0;0.0;2350.0;21.0;21.0;Casa
Apartamento;Barra da Tijuca;3;2;1;140;4900.0;1600.0;3580.0;10080.0;35.0;35.0;Apartamento
Apartamento;Flamengo;2;1;1;60;3400.0;978.0;130.0;4508.0;56.666666666666664;56.67;Apartamento
Apartamento;Itanhangá;2;1;1;58;900.0;500.0;212.0;1612.0;15.517241379310345;15.52;Apartamento
Apartamento;Tijuca;3;1;1;106;2050.0;872.0;1008.0;3930.0;19.339622641509433;19.34;Apartamento
Apartamento;Leme;1;0;0;55;2000.0;585.0;79.0;2664.0;36.36363636363637;36.36;Apartamento
Casa;Campo Grande;2;1;0;100;1300.0;0.0;0.0;1300.0;13.0;13.0;Casa
Apartamento;Ipanema;3;3;3;310;16000.0;3000.0;1100.0;20100.0;51.61290322580645;51.61;Apartamento
Apartamento;Vila Isabel;2;1;1;79;1300.0;950.0;30.0;2280.0;16.455696202531644;16.46;Apartamento
Apartamento;Barra da Tijuca;2;1;1;102;2500.0;1478.0;255.0;4233.0;24.50980392156863;24.51;Apartamento
Apartamento;Copacabana;3;1;1;160;4000.0;1617.0;300.0;5917.0;25.0;25.0;Apartamento
Quitinete;Copacabana;1;0;0;38;1800.0;500.0;100.0;2400.0;47.36842105263158;47.37;Apartamento
Apartamento;Copacabana;1;0;0;30;1200.0;650.0;54.0;1904.0;40.0;40.0;Apartamento
Apartamento;Quintino Bocaiúva;2;0;0;80;900.0;170.0;0.0;1070.0;11.25;11.25;Apartamento
